latitude,longitude,rh_mean,temp_mean,ghi_mean,rh_swing_max,temp_swing_mean
-35.0,65.0,77.13401826484018,17.436689497716895,182.18013698630136,35.0,1.5687671232876712
-35.0,75.0,77.875,17.2748401826484,180.41609589041096,40.0,1.6156164383561644
-35.0,85.0,76.79783105022831,16.61988584474886,183.9332191780822,38.0,1.5624657534246573
-35.0,95.0,76.1195205479452,15.508367579908674,188.05947488584474,37.0,1.521095890410959
-35.0,105.0,74.98470319634703,15.358070776255708,182.42648401826483,33.0,1.5315068493150685
-35.0,115.0,73.4560502283105,17.134155251141554,200.86552511415525,39.0,1.9317808219178079
-35.0,125.0,75.14098173515981,16.003367579908677,196.9482876712329,34.0,1.641095890410959
-35.0,135.0,74.79178082191781,16.178287671232876,205.05753424657533,38.0,1.7753424657534247
-35.0,145.0,61.82796803652968,16.953824200913242,216.21529680365296,68.0,11.312876712328766
-35.0,155.0,73.18755707762557,18.8573401826484,209.79954337899542,39.0,1.8575342465753424
-35.0,165.0,75.58150684931506,17.647134703196347,199.16187214611872,35.0,1.4128767123287673
-35.0,175.0,77.10182648401826,17.5326598173516,198.6802511415525,33.0,1.45972602739726
-25.0,-175.0,73.85981735159817,22.628344748858446,212.31609589041096,39.0,1.4158904109589039
-25.0,-165.0,74.23721461187215,22.41562785388128,210.32876712328766,32.0,1.4484931506849317
-25.0,-155.0,75.50856164383562,22.161335616438354,212.9519406392694,31.0,1.4295890410958902
-25.0,-145.0,76.6384703196347,22.692762557077625,206.186301369863,35.0,1.513972602739726
-25.0,-135.0,76.1082191780822,23.16533105022831,208.1439497716895,33.0,1.6657534246575343
-25.0,-125.0,74.837100456621,23.10181506849315,222.28789954337898,39.0,1.5073972602739727
-25.0,-115.0,74.3642694063927,22.084954337899543,231.01963470319635,30.0,1.426027397260274
-25.0,-105.0,73.89737442922375,21.260707762557075,230.3818493150685,35.0,1.3797260273972602
-25.0,-95.0,73.9420091324201,20.3335502283105,228.58972602739726,32.0,1.4123287671232876
-25.0,-85.0,73.04680365296804,19.20751141552511,226.19463470319636,30.0,1.2726027397260273
-25.0,-75.0,75.16369863013699,17.56326484018265,223.99737442922375,27.0,1.1197260273972602
-25.0,-65.0,62.12739726027397,18.868641552511413,214.16164383561645,77.0,12.086849315068493
-25.0,-55.0,75.85308219178083,22.896803652968035,204.5662100456621,57.0,9.21068493150685
-25.0,-45.0,80.74828767123287,23.758755707762557,219.44052511415526,36.0,1.5287671232876712
-25.0,-35.0,76.08321917808219,23.575308219178083,220.62328767123287,32.0,1.5095890410958903
-25.0,-25.0,75.02876712328766,22.97728310502283,229.93207762557077,32.0,1.5241095890410958
-25.0,-15.0,74.46735159817352,22.113778538812788,235.2890410958904,32.0,1.3424657534246576
-25.0,-5.0,72.34623287671234,20.734326484018265,231.4582191780822,42.0,1.2736986301369861
